polymer nbases
F11Fcsw_67211 3 75
F11Fcsw_121121 3 75
F12Fcsw_75076 3 75
F12Fcsw_75295 3 75
F12Fcsw_380963 3 75
F13Fcsw_123318 3 75
F14Fcsw_45248 3 75
F21Fcsw_65964 3 75
F22Fcsw_480449 3 75
F31Fcsw_373934 3 75
F32Fcsw_201699 3 75
F32Fcsw_332593 3 75
F33Fcsw_201033 3 75
F34Fcsw_171049 3 75
F34Fcsw_266678 3 75
M11Fcsw_469051 3 75
M12Fcsw_491611 3 75
M14Fcsw_76517 3 75
M14Fcsw_159871 3 75
M23Fcsw_219920 3 75
M24Fcsw_93151 3 75
M24Fcsw_241529 3 75
M24Fcsw_249058 3 75
M41Fcsw_172177 3 75
M44Fcsw_267726 3 75
F11Fcsw_398808 3 76
F11Fcsw_499835 3 76
F11Fcsw_501096 3 76
F12Fcsw_61393 3 76
F12Fcsw_61645 3 76
F12Fcsw_491562 3 76
F13Fcsw_37955 3 76
F13Fcsw_94658 3 76
F14Fcsw_19804 3 76
F14Fcsw_101638 3 76
F14Fcsw_193110 3 76
F14Fcsw_266873 3 76
F31Fcsw_262652 3 76
F33Fcsw_265017 3 76
F34Fcsw_97457 3 76
M13Fcsw_233571 3 76
M22Fcsw_199881 3 76
M24Fcsw_63372 3 76
M24Fcsw_194502 3 76
M24Fcsw_238761 3 76
M41Fcsw_360872 3 76
M42Fcsw_268677 3 76
F11Fcsw_5739 3 77
F11Fcsw_414343 3 77
F13Fcsw_60361 3 77
F13Fcsw_143574 3 77
F14Fcsw_210539 3 77
F21Fcsw_32813 3 77
F21Fcsw_388786 3 77
F21Fcsw_472058 3 77
F21Fcsw_474626 3 77
F22Fcsw_383507 3 77
F24Fcsw_231959 3 77
F32Fcsw_144603 3 77
F32Fcsw_337812 3 77
M11Fcsw_119331 3 77
M14Fcsw_156872 3 77
M21Fcsw_293324 3 77
M23Fcsw_256141 3 77
M24Fcsw_95411 3 77
M24Fcsw_205716 3 77
M41Fcsw_159210 3 77
M42Fcsw_176139 3 77
M43Fcsw_177339 3 77
M43Fcsw_258354 3 77
F11Fcsw_119315 3 78
F12Fcsw_70780 3 78
F14Fcsw_4093 3 78
F14Fcsw_17029 3 78
F14Fcsw_156065 3 78
F14Fcsw_210954 3 78
F14Fcsw_264710 3 78
F22Fcsw_123696 3 78
F22Fcsw_418480 3 78
F23Fcsw_118703 3 78
F31Fcsw_218432 3 78
F31Fcsw_244551 3 78
F33Fcsw_169851 3 78
F34Fcsw_228289 3 78
M11Fcsw_80137 3 78
M13Fcsw_206323 3 78
M13Fcsw_250966 3 78
M13Fcsw_267004 3 78
M14Fcsw_57376 3 78
M14Fcsw_123884 3 78
M14Fcsw_211205 3 78
M14Fcsw_230933 3 78
M21Fcsw_134188 3 78
M23Fcsw_19450 3 78
M23Fcsw_242326 3 78
M23Fcsw_252263 3 78
M42Fcsw_282633 3 78
M42Fcsw_375411 3 78
M43Fcsw_151242 3 78
M44Fcsw_62014 3 78
M44Fcsw_97930 3 78
M44Fcsw_181506 3 78
F11Fcsw_98465 3 79
F11Fcsw_506652 3 79
F12Fcsw_82861 3 79
F12Fcsw_508908 3 79
F13Fcsw_136859 3 79
F14Fcsw_173051 3 79
F14Fcsw_199736 3 79
F21Fcsw_102400 3 79
F21Fcsw_484595 3 79
F22Fcsw_123868 3 79
F23Fcsw_40872 3 79
F24Fcsw_251545 3 79
F24Fcsw_266908 3 79
F24Fcsw_273928 3 79
F31Fcsw_185276 3 79
F31Fcsw_330718 3 79
F32Fcsw_243406 3 79
F32Fcsw_295715 3 79
F34Fcsw_195955 3 79
F34Fcsw_224980 3 79
F34Fcsw_264349 3 79
M13Fcsw_147523 3 79
M13Fcsw_245987 3 79
M14Fcsw_231379 3 79
M21Fcsw_184539 3 79
M22Fcsw_375178 3 79
M23Fcsw_99712 3 79
M23Fcsw_156248 3 79
M24Fcsw_74803 3 79
M24Fcsw_196654 3 79
M24Fcsw_232901 3 79
M41Fcsw_171283 3 79
M42Fcsw_271356 3 79
M42Fcsw_275921 3 79
M42Fcsw_353779 3 79
M43Fcsw_122093 3 79
M44Fcsw_113395 3 79
M44Fcsw_183436 3 79
F12Fcsw_86295 3 80
F12Fcsw_109901 3 80
F12Fcsw_125765 3 80
F12Fcsw_509403 3 80
F13Fcsw_9455 3 80
F13Fcsw_102946 3 80
F13Fcsw_123931 3 80
F14Fcsw_39016 3 80
F21Fcsw_120816 3 80
F21Fcsw_492465 3 80
F22Fcsw_83053 3 80
F22Fcsw_498891 3 80
F24Fcsw_79889 3 80
F24Fcsw_174260 3 80
F24Fcsw_267255 3 80
F31Fcsw_332961 3 80
F31Fcsw_364551 3 80
F32Fcsw_129155 3 80
F32Fcsw_301127 3 80
F32Fcsw_366309 3 80
F33Fcsw_70092 3 80
M11Fcsw_495786 3 80
M13Fcsw_257138 3 80
M14Fcsw_42385 3 80
M14Fcsw_155877 3 80
M14Fcsw_259357 3 80
M14Fcsw_260782 3 80
M21Fcsw_370638 3 80
M22Fcsw_237447 3 80
M23Fcsw_144121 3 80
M24Fcsw_141256 3 80
M24Fcsw_273962 3 80
M43Fcsw_99294 3 80
M43Fcsw_243940 3 80
M43Fcsw_251067 3 80
M43Fcsw_269998 3 80
M44Fcsw_46968 3 80
M44Fcsw_239178 3 80
F13Fcsw_268787 3 81
F31Fcsw_342966 3 81
M11Fcsw_461501 3 81
M12Fcsw_509530 3 81
M41Fcsw_144309 3 81
F14Fcsw_266465 3 82
M13Fcsw_174326 3 82
M24Fcsw_150116 3 82
M42Fcsw_345567 3 82
F13Fcsw_222299 3 84
M13Fcsw_168359 3 84
M21Fcsw_171276 3 84
M43Fcsw_259648 3 84
F33Fcsw_246235 3 85
M23Fcsw_45962 3 85
M23Fcsw_257676 3 85
M41Fcsw_324629 3 85
M44Fcsw_124759 3 85
F14Fcsw_256822 3 86
F32Fcsw_241683 3 87
M43Fcsw_212027 3 88
M21Fcsw_349174 3 90
M13Fcsw_191351 3 91
F12Fcsw_387103 3 92
F34Fcsw_99622 3 92
M13Fcsw_269910 3 93
M12Fcsw_509718 3 94
M21Fcsw_369379 3 95
M21Fcsw_200517 3 96
M43Fcsw_270308 3 97
M41Fcsw_359528 3 100
M14Fcsw_43782 3 101
M41Fcsw_244249 3 101
F31Fcsw_278716 3 102
M21Fcsw_147847 3 102
M43Fcsw_120228 3 102
F14Fcsw_122035 3 103
M11Fcsw_473874 3 103
M14Fcsw_118855 3 103
M23Fcsw_272745 3 103
M41Fcsw_255078 3 103
F12Fcsw_112165 3 104
F13Fcsw_70714 3 104
M13Fcsw_197762 3 104
M43Fcsw_254872 3 104
F12Fcsw_96151 3 105
F22Fcsw_488263 3 105
M24Fcsw_273551 3 105
M42Fcsw_357211 3 105
F12Fcsw_488743 3 106
F13Fcsw_135132 3 106
F21Fcsw_120707 3 106
M14Fcsw_260170 3 106
M23Fcsw_181508 3 106
M23Fcsw_263809 3 106
F13Fcsw_164378 3 107
F14Fcsw_268096 3 108
M13Fcsw_119914 3 108
M13Fcsw_245524 3 108
F13Fcsw_249841 3 109
F14Fcsw_178965 3 109
M12Fcsw_502303 3 110
M41Fcsw_374838 3 110
M43Fcsw_89124 3 110
F11Fcsw_108089 3 111
F11Fcsw_484104 3 111
F12Fcsw_487471 3 111
F13Fcsw_48602 3 111
F21Fcsw_14634 3 111
F31Fcsw_363045 3 111
M13Fcsw_234539 3 111
M44Fcsw_148578 3 111
F12Fcsw_503886 3 112
F32Fcsw_371480 3 112
M14Fcsw_153106 3 112
M44Fcsw_267107 3 112
F31Fcsw_270534 3 113
F33Fcsw_20726 3 113
F34Fcsw_227446 3 113
M14Fcsw_151952 3 113
M41Fcsw_311762 3 113
M43Fcsw_125370 3 113
M43Fcsw_253416 3 113
F34Fcsw_116427 3 114
F34Fcsw_225823 3 114
M23Fcsw_119454 3 114
M24Fcsw_208949 3 114
M43Fcsw_265296 3 114
M13Fcsw_227893 3 115
M23Fcsw_97209 3 115
F34Fcsw_30953 3 116
M13Fcsw_261768 3 116
F13Fcsw_239487 3 117
F21Fcsw_493658 3 117
F32Fcsw_310967 3 117
F34Fcsw_243973 3 117
F22Fcsw_468527 3 118
M22Fcsw_245176 3 118
M24Fcsw_6317 3 118
F31Fcsw_127405 3 119
F31Fcsw_198499 3 119
F32Fcsw_135923 3 119
F32Fcsw_222483 3 119
M21Fcsw_136116 3 119
M21Fcsw_141319 3 119
M21Fcsw_299275 3 119
M24Fcsw_259219 3 119
M44Fcsw_266057 3 119
F32Fcsw_129668 3 120
F32Fcsw_361385 3 120
M13Fcsw_78789 3 120
M24Fcsw_82929 3 120
M43Fcsw_48815 3 120
M44Fcsw_185997 3 120
F11Fcsw_123009 3 121
F21Fcsw_78675 3 121
M14Fcsw_123398 3 121
M21Fcsw_375677 3 121
M23Fcsw_93544 3 121
M24Fcsw_123243 3 121
M41Fcsw_293762 3 121
F23Fcsw_170809 3 122
F31Fcsw_272587 3 122
F32Fcsw_305504 3 122
M13Fcsw_62137 3 122
M13Fcsw_100539 3 122
M14Fcsw_178322 3 122
M22Fcsw_337190 3 122
F13Fcsw_234721 3 123
F24Fcsw_269856 3 123
F32Fcsw_355858 3 123
M23Fcsw_202054 3 123
M41Fcsw_232133 3 123
M43Fcsw_108283 3 123
M44Fcsw_265420 3 123
F12Fcsw_84136 3 124
F13Fcsw_242773 3 124
F22Fcsw_454564 3 124
F31Fcsw_306702 3 124
F32Fcsw_267162 3 124
F32Fcsw_299305 3 124
F32Fcsw_374284 3 124
F34Fcsw_101803 3 124
M13Fcsw_91565 3 124
M13Fcsw_130485 3 124
M23Fcsw_258408 3 124
M23Fcsw_264318 3 124
M23Fcsw_271052 3 124
M24Fcsw_97980 3 124
M41Fcsw_315787 3 124
M41Fcsw_339806 3 124
M43Fcsw_58291 3 124
F13Fcsw_270173 3 125
F14Fcsw_157072 3 125
F14Fcsw_271856 3 125
F22Fcsw_98374 3 125
F22Fcsw_119359 3 125
F22Fcsw_125174 3 125
F31Fcsw_242452 3 125
F31Fcsw_281498 3 125
F31Fcsw_371067 3 125
F32Fcsw_130067 3 125
F32Fcsw_230507 3 125
F32Fcsw_262629 3 125
F32Fcsw_351314 3 125
F32Fcsw_355581 3 125
F32Fcsw_365208 3 125
F33Fcsw_259041 3 125
F34Fcsw_256553 3 125
M11Fcsw_410387 3 125
M12Fcsw_81727 3 125
M13Fcsw_205630 3 125
M13Fcsw_260001 3 125
M14Fcsw_247990 3 125
M14Fcsw_267721 3 125
M21Fcsw_209144 3 125
M21Fcsw_221646 3 125
M21Fcsw_264929 3 125
M21Fcsw_291613 3 125
M21Fcsw_309157 3 125
M21Fcsw_311829 3 125
M21Fcsw_367299 3 125
M22Fcsw_290230 3 125
M22Fcsw_300393 3 125
M23Fcsw_42086 3 125
M23Fcsw_100156 3 125
M23Fcsw_130080 3 125
M23Fcsw_266959 3 125
M24Fcsw_214543 3 125
M41Fcsw_229551 3 125
M41Fcsw_241721 3 125
M41Fcsw_247057 3 125
M41Fcsw_303991 3 125
M43Fcsw_173558 3 125
M44Fcsw_230487 3 125
M44Fcsw_270984 3 125
F11Fcsw_408734 3 126
F12Fcsw_470859 3 126
F13Fcsw_239436 3 126
F13Fcsw_268470 3 126
F14Fcsw_228105 3 126
F21Fcsw_500598 3 126
F22Fcsw_112929 3 126
F22Fcsw_394416 3 126
F23Fcsw_4522 3 126
F24Fcsw_117987 3 126
F31Fcsw_252380 3 126
F31Fcsw_278285 3 126
F31Fcsw_331979 3 126
F31Fcsw_374675 3 126
F32Fcsw_231156 3 126
F32Fcsw_322091 3 126
F32Fcsw_374888 3 126
F34Fcsw_89926 3 126
M12Fcsw_111485 3 126
M13Fcsw_193320 3 126
M13Fcsw_201814 3 126
M13Fcsw_259942 3 126
M14Fcsw_152018 3 126
M14Fcsw_254225 3 126
M21Fcsw_221727 3 126
M21Fcsw_270537 3 126
M21Fcsw_290890 3 126
M21Fcsw_297237 3 126
M21Fcsw_311015 3 126
M21Fcsw_364454 3 126
M21Fcsw_369256 3 126
M22Fcsw_254127 3 126
M22Fcsw_362262 3 126
M23Fcsw_106008 3 126
M23Fcsw_264316 3 126
M24Fcsw_25402 3 126
M24Fcsw_64969 3 126
M41Fcsw_132691 3 126
M41Fcsw_146217 3 126
M41Fcsw_277623 3 126
M41Fcsw_357857 3 126
M42Fcsw_224883 3 126
M42Fcsw_283103 3 126
M43Fcsw_197918 3 126
M43Fcsw_202112 3 126
M43Fcsw_208040 3 126
M43Fcsw_256851 3 126
M44Fcsw_112971 3 126
M44Fcsw_270257 3 126
F11Fcsw_9195 3 127
F11Fcsw_84706 3 127
F12Fcsw_33992 3 127
F12Fcsw_99702 3 127
F12Fcsw_115764 3 127
F12Fcsw_377662 3 127
F12Fcsw_401267 3 127
F13Fcsw_183498 3 127
F13Fcsw_264903 3 127
F14Fcsw_204742 3 127
F21Fcsw_38064 3 127
F21Fcsw_42013 3 127
F21Fcsw_500201 3 127
F22Fcsw_33686 3 127
F22Fcsw_78507 3 127
F31Fcsw_146384 3 127
F31Fcsw_147041 3 127
F31Fcsw_292888 3 127
F31Fcsw_374896 3 127
F32Fcsw_212033 3 127
F32Fcsw_228255 3 127
F32Fcsw_274392 3 127
F32Fcsw_293145 3 127
F32Fcsw_306618 3 127
F32Fcsw_329624 3 127
F32Fcsw_336133 3 127
F32Fcsw_336894 3 127
F32Fcsw_349695 3 127
F32Fcsw_364213 3 127
F33Fcsw_70530 3 127
F33Fcsw_215828 3 127
F34Fcsw_28829 3 127
F34Fcsw_253590 3 127
M11Fcsw_62384 3 127
M11Fcsw_93545 3 127
M12Fcsw_498166 3 127
M13Fcsw_15989 3 127
M13Fcsw_40331 3 127
M13Fcsw_63613 3 127
M13Fcsw_272351 3 127
M14Fcsw_31939 3 127
M14Fcsw_95352 3 127
M21Fcsw_137321 3 127
M21Fcsw_168131 3 127
M21Fcsw_187161 3 127
M21Fcsw_264266 3 127
M21Fcsw_268048 3 127
M21Fcsw_269584 3 127
M21Fcsw_275678 3 127
M21Fcsw_300540 3 127
M21Fcsw_319651 3 127
M21Fcsw_347692 3 127
M21Fcsw_359322 3 127
M21Fcsw_367337 3 127
M22Fcsw_297119 3 127
M22Fcsw_320800 3 127
M22Fcsw_323273 3 127
M22Fcsw_328358 3 127
M22Fcsw_340803 3 127
M22Fcsw_367245 3 127
M23Fcsw_76272 3 127
M23Fcsw_98711 3 127
M23Fcsw_135806 3 127
M23Fcsw_147548 3 127
M23Fcsw_156563 3 127
M23Fcsw_251789 3 127
M23Fcsw_265875 3 127
M24Fcsw_235072 3 127
M41Fcsw_212058 3 127
M41Fcsw_242930 3 127
M41Fcsw_353180 3 127
M41Fcsw_358491 3 127
M41Fcsw_367310 3 127
M42Fcsw_138250 3 127
M42Fcsw_158423 3 127
M42Fcsw_162939 3 127
M42Fcsw_209254 3 127
M42Fcsw_210425 3 127
M42Fcsw_336561 3 127
M42Fcsw_339216 3 127
M42Fcsw_354430 3 127
M42Fcsw_364557 3 127
M43Fcsw_64088 3 127
M43Fcsw_77391 3 127
M43Fcsw_191140 3 127
M43Fcsw_220702 3 127
M43Fcsw_260613 3 127
M44Fcsw_223665 3 127
F11Fcsw_42070 3 128
F11Fcsw_43708 3 128
F11Fcsw_107022 3 128
F12Fcsw_448943 3 128
F12Fcsw_468350 3 128
F13Fcsw_35322 3 128
F13Fcsw_115127 3 128
F13Fcsw_194215 3 128
F14Fcsw_28665 3 128
F14Fcsw_194874 3 128
F14Fcsw_239637 3 128
F14Fcsw_260210 3 128
F21Fcsw_40496 3 128
F21Fcsw_415564 3 128
F22Fcsw_58229 3 128
F22Fcsw_88696 3 128
F23Fcsw_7880 3 128
F24Fcsw_249003 3 128
F31Fcsw_132701 3 128
F31Fcsw_147319 3 128
F31Fcsw_266905 3 128
F31Fcsw_296361 3 128
F32Fcsw_172032 3 128
F32Fcsw_192167 3 128
F32Fcsw_293457 3 128
F32Fcsw_307189 3 128
F32Fcsw_345074 3 128
F32Fcsw_368735 3 128
F34Fcsw_43841 3 128
F34Fcsw_73230 3 128
M13Fcsw_103434 3 128
M13Fcsw_114353 3 128
M13Fcsw_115286 3 128
M13Fcsw_220895 3 128
M14Fcsw_85602 3 128
M14Fcsw_225838 3 128
M14Fcsw_227282 3 128
M21Fcsw_166492 3 128
M21Fcsw_173052 3 128
M21Fcsw_177976 3 128
M21Fcsw_197601 3 128
M21Fcsw_280209 3 128
M21Fcsw_305513 3 128
M21Fcsw_358715 3 128
M21Fcsw_363925 3 128
M21Fcsw_372605 3 128
M22Fcsw_167719 3 128
M22Fcsw_312859 3 128
M22Fcsw_341337 3 128
M23Fcsw_69140 3 128
M23Fcsw_84100 3 128
M23Fcsw_117306 3 128
M23Fcsw_194363 3 128
M24Fcsw_61748 3 128
M24Fcsw_122609 3 128
M24Fcsw_238723 3 128
M24Fcsw_240055 3 128
M24Fcsw_247518 3 128
M24Fcsw_256256 3 128
M41Fcsw_151866 3 128
M41Fcsw_179460 3 128
M41Fcsw_288492 3 128
M41Fcsw_295052 3 128
M41Fcsw_314789 3 128
M41Fcsw_337337 3 128
M41Fcsw_371840 3 128
M42Fcsw_254799 3 128
M42Fcsw_256189 3 128
M42Fcsw_290416 3 128
M42Fcsw_292508 3 128
M42Fcsw_316819 3 128
M42Fcsw_324443 3 128
M43Fcsw_36907 3 128
M43Fcsw_123431 3 128
M43Fcsw_126892 3 128
M43Fcsw_222120 3 128
M43Fcsw_270499 3 128
M44Fcsw_116631 3 128
M44Fcsw_227861 3 128
F34Fcsw_219103 3 129
F34Fcsw_251847 3 129
M13Fcsw_66668 3 129
M14Fcsw_120509 3 129
M23Fcsw_124636 3 129
M24Fcsw_123186 3 129
M43Fcsw_226145 3 129
M44Fcsw_31711 3 129
F32Fcsw_342818 3 130
F34Fcsw_180089 3 130
M11Fcsw_20698 3 130
M13Fcsw_30972 3 130
M21Fcsw_295814 3 130
M23Fcsw_206169 3 130
M41Fcsw_242936 3 130
F11Fcsw_507362 3 131
F12Fcsw_491308 3 131
F12Fcsw_492584 3 131
F12Fcsw_498268 3 131
F24Fcsw_76809 3 131
F24Fcsw_250928 3 131
F24Fcsw_257879 3 131
F31Fcsw_242816 3 131
F33Fcsw_179118 3 131
F33Fcsw_261884 3 131
F33Fcsw_269381 3 131
F34Fcsw_17226 3 131
F34Fcsw_90160 3 131
F34Fcsw_270595 3 131
M12Fcsw_117778 3 131
M13Fcsw_232188 3 131
M14Fcsw_249020 3 131
M21Fcsw_366198 3 131
M23Fcsw_267759 3 131
M43Fcsw_235627 3 131
F12Fcsw_108518 3 132
F13Fcsw_124943 3 133
F13Fcsw_125881 3 133
F13Fcsw_199615 3 133
F21Fcsw_465152 3 133
F31Fcsw_293828 3 133
F31Fcsw_304012 3 133
M12Fcsw_121761 3 133
M14Fcsw_253564 3 133
M21Fcsw_189254 3 133
M21Fcsw_310661 3 133
F11Fcsw_504852 3 134
F14Fcsw_223232 3 134
M24Fcsw_145386 3 134
M42Fcsw_322883 3 134
F11Fcsw_398249 3 135
F21Fcsw_109729 3 135
F31Fcsw_287729 3 135
M11Fcsw_39789 3 135
M11Fcsw_55798 3 135
M11Fcsw_59290 3 135
M12Fcsw_111356 3 135
M12Fcsw_122380 3 135
M12Fcsw_502219 3 135
M13Fcsw_255893 3 135
M14Fcsw_81308 3 135
M14Fcsw_260218 3 135
M21Fcsw_250658 3 135
M41Fcsw_326186 3 135
M44Fcsw_267617 3 135
F12Fcsw_503088 3 136
F34Fcsw_11601 3 136
F34Fcsw_169163 3 136
M11Fcsw_116011 3 136
M11Fcsw_457171 3 136
M11Fcsw_480474 3 136
M12Fcsw_421097 3 136
M12Fcsw_438813 3 136
M13Fcsw_59593 3 136
M13Fcsw_173040 3 136
M13Fcsw_237824 3 136
M14Fcsw_257133 3 136
M43Fcsw_239893 3 136
F14Fcsw_63405 3 137
F24Fcsw_230033 3 137
F34Fcsw_189413 3 137
M13Fcsw_30820 3 137
M13Fcsw_195344 3 137
M14Fcsw_140788 3 137
M22Fcsw_155135 3 137
M24Fcsw_236644 3 137
M43Fcsw_5795 3 137
F12Fcsw_425614 3 138
F34Fcsw_133788 3 138
M12Fcsw_94968 3 138
M12Fcsw_424563 3 138
M12Fcsw_497365 3 138
M13Fcsw_36783 3 138
M13Fcsw_123766 3 138
F21Fcsw_454443 3 139
F34Fcsw_230809 3 139
F31Fcsw_249019 3 140
M21Fcsw_351738 3 140
M22Fcsw_344369 3 140
M24Fcsw_31187 3 140
M21Fcsw_156309 3 141
M21Fcsw_193272 3 141
M21Fcsw_213623 3 141
M21Fcsw_327829 3 141
M21Fcsw_372911 3 141
M41Fcsw_137053 3 141
M12Fcsw_60491 3 142
M21Fcsw_229432 3 142
M22Fcsw_366944 3 142
M21Fcsw_266100 3 143
F22Fcsw_66903 3 145
M41Fcsw_362383 3 145
F11Fcsw_402673 3 146
M22Fcsw_136799 3 147
M24Fcsw_102864 3 147
M23Fcsw_136636 3 149
M21Fcsw_158107 3 150
M42Fcsw_360611 3 150
F21Fcsw_14788 3 151
F32Fcsw_343741 3 151
F14Fcsw_139031 3 152
F24Fcsw_75776 3 152
F11Fcsw_29278 3 154
F12Fcsw_493500 3 154
F11Fcsw_110606 3 155
M11Fcsw_83290 3 159
M21Fcsw_346555 3 159
M24Fcsw_227663 3 162
M22Fcsw_130931 3 165
F24Fcsw_107038 3 168
M24Fcsw_44330 3 168
F11Fcsw_7053 3 170
M14Fcsw_264290 3 171
F13Fcsw_199828 3 172
F24Fcsw_75156 3 172
M41Fcsw_343922 3 172
F22Fcsw_394532 3 175
M21Fcsw_283326 3 175
M41Fcsw_200020 3 175
M21Fcsw_203171 3 176
M13Fcsw_217623 3 178
M21Fcsw_244204 3 178
M22Fcsw_306828 3 178
M13Fcsw_271503 3 179
M21Fcsw_208809 3 179
M22Fcsw_248635 3 179
F33Fcsw_12036 3 180
M22Fcsw_255610 3 180
F12Fcsw_112249 3 181
F21Fcsw_41375 3 182
M14Fcsw_130410 3 182
M21Fcsw_190557 3 182
F11Fcsw_507515 3 183
F24Fcsw_195719 3 183
M13Fcsw_124849 3 183
M21Fcsw_202165 3 183
M41Fcsw_201172 3 183
M41Fcsw_242715 3 183
F11Fcsw_4168 3 184
F11Fcsw_503578 3 184
F31Fcsw_165971 3 184
F32Fcsw_369139 3 184
M21Fcsw_166033 3 184
M24Fcsw_90990 3 184
F34Fcsw_82633 3 185
M12Fcsw_70834 3 185
M41Fcsw_150822 3 185
M41Fcsw_241817 3 185
F11Fcsw_489295 3 186
F23Fcsw_214510 3 186
M14Fcsw_225804 3 186
M14Fcsw_269452 3 186
M21Fcsw_252736 3 186
M24Fcsw_207718 3 186
M42Fcsw_243489 3 186
F12Fcsw_57307 3 187
F12Fcsw_109516 3 187
M11Fcsw_468451 3 187
M14Fcsw_72961 3 187
M21Fcsw_224066 3 187
F14Fcsw_103248 3 188
F21Fcsw_16873 3 188
M14Fcsw_180653 3 188
M21Fcsw_130084 3 188
M21Fcsw_149276 3 188
F12Fcsw_120036 3 189
F12Fcsw_120959 3 189
M21Fcsw_250040 3 189
M21Fcsw_277054 3 189
M41Fcsw_133550 3 189
F23Fcsw_106669 3 190
M13Fcsw_127215 3 190
M14Fcsw_5863 3 190
M14Fcsw_81807 3 190
M21Fcsw_214423 3 190
M22Fcsw_323138 3 190
M23Fcsw_114157 3 190
M24Fcsw_114355 3 190
M42Fcsw_350764 3 190
M43Fcsw_181834 3 190
F11Fcsw_103340 3 191
F24Fcsw_246011 3 191
M21Fcsw_197911 3 191
M21Fcsw_253319 3 191
M21Fcsw_357576 3 191
M24Fcsw_248319 3 191
F11Fcsw_48123 3 192
F11Fcsw_101518 3 192
F11Fcsw_442823 3 192
F12Fcsw_119877 3 192
F13Fcsw_268789 3 192
F22Fcsw_56186 3 192
F22Fcsw_494828 3 192
F31Fcsw_373971 3 192
M22Fcsw_345634 3 192
M24Fcsw_105611 3 192
F11Fcsw_45432 3 193
F11Fcsw_125220 3 193
F12Fcsw_46128 3 193
F13Fcsw_119815 3 193
F14Fcsw_101403 3 193
F22Fcsw_64048 3 193
F31Fcsw_156535 3 193
F32Fcsw_155170 3 193
F32Fcsw_373277 3 193
M11Fcsw_476765 3 193
M13Fcsw_68303 3 193
M13Fcsw_231385 3 193
M23Fcsw_264152 3 193
M42Fcsw_223572 3 193
F11Fcsw_53049 3 194
F11Fcsw_53557 3 194
F11Fcsw_61193 3 194
F11Fcsw_110337 3 194
F11Fcsw_115697 3 194
F11Fcsw_480679 3 194
F22Fcsw_112441 3 194
F23Fcsw_235393 3 194
F31Fcsw_287986 3 194
F32Fcsw_199909 3 194
F34Fcsw_264999 3 194
M12Fcsw_394613 3 194
M13Fcsw_134195 3 194
M13Fcsw_214980 3 194
M41Fcsw_337050 3 194
M42Fcsw_216921 3 194
F11Fcsw_59351 3 195
F12Fcsw_5786 3 195
F12Fcsw_89413 3 195
F14Fcsw_268901 3 195
F21Fcsw_497803 3 195
F23Fcsw_197921 3 195
M11Fcsw_90488 3 195
M14Fcsw_97377 3 195
M23Fcsw_175062 3 195
M23Fcsw_260031 3 195
M24Fcsw_209549 3 195
M24Fcsw_246953 3 195
M42Fcsw_210998 3 195
M44Fcsw_32760 3 195
F11Fcsw_59781 3 196
F11Fcsw_476487 3 196
F11Fcsw_507194 3 196
F12Fcsw_38240 3 196
F12Fcsw_451784 3 196
F13Fcsw_76892 3 196
F13Fcsw_185791 3 196
F14Fcsw_216151 3 196
F21Fcsw_490272 3 196
F24Fcsw_241803 3 196
F33Fcsw_40015 3 196
F33Fcsw_246543 3 196
M12Fcsw_20133 3 196
M13Fcsw_127017 3 196
M24Fcsw_73786 3 196
M24Fcsw_79714 3 196
M42Fcsw_230198 3 196
M42Fcsw_239821 3 196
M42Fcsw_275689 3 196
F11Fcsw_62781 3 197
F11Fcsw_105906 3 197
F13Fcsw_78803 3 197
F13Fcsw_180553 3 197
F14Fcsw_121871 3 197
M23Fcsw_70180 3 197
M24Fcsw_218224 3 197
M41Fcsw_192824 3 197
M41Fcsw_326306 3 197
M42Fcsw_130901 3 197
M42Fcsw_234731 3 197
M42Fcsw_235600 3 197
M42Fcsw_345951 3 197
M42Fcsw_364755 3 197
M42Fcsw_367597 3 197
M43Fcsw_195770 3 197
F14Fcsw_59034 3 198
F21Fcsw_380282 3 198
F23Fcsw_134653 3 198
F31Fcsw_153794 3 198
F31Fcsw_165359 3 198
M11Fcsw_108123 3 198
M23Fcsw_70389 3 198
M23Fcsw_99538 3 198
M23Fcsw_117602 3 198
M24Fcsw_42770 3 198
M24Fcsw_81654 3 198
M41Fcsw_146385 3 198
M41Fcsw_179769 3 198
M41Fcsw_180144 3 198
M41Fcsw_182017 3 198
M41Fcsw_245818 3 198
M41Fcsw_246867 3 198
M41Fcsw_277976 3 198
M41Fcsw_316415 3 198
M42Fcsw_235273 3 198
M42Fcsw_290277 3 198
M42Fcsw_346075 3 198
F31Fcsw_314142 3 199
F31Fcsw_375355 3 199
M21Fcsw_290717 3 199
M21Fcsw_310711 3 199
M41Fcsw_204049 3 199
M41Fcsw_217878 3 199
M41Fcsw_225364 3 199
M41Fcsw_227773 3 199
M41Fcsw_239245 3 199
M41Fcsw_261641 3 199
M42Fcsw_240168 3 199
M44Fcsw_104327 3 199
F31Fcsw_374218 3 200
F33Fcsw_158755 3 200
M41Fcsw_191898 3 200
M41Fcsw_346443 3 200
M41Fcsw_365869 3 200
M42Fcsw_338131 3 200
M42Fcsw_374426 3 200
F21Fcsw_418377 3 201
M42Fcsw_184956 3 201
F34Fcsw_98055 3 202
M42Fcsw_326987 3 202
M42Fcsw_339790 3 202
F11Fcsw_448734 3 203
